Flow Duration,Total Fwd Packets,Total Backward Packets,Total Length of Fwd Packets,Total Length of Bwd Packets,Fwd Packet Length Max,Fwd Packet Length Min,Fwd Packet Length Mean,Fwd Packet Length Std,Bwd Packet Length Max,Bwd Packet Length Min,Bwd Packet Length Mean,Bwd Packet Length Std,Flow Bytes/s,Flow Packets/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Total,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Total,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Length,Bwd Header Length,Fwd Packets/s,Bwd Packets/s,Min Packet Length,Max Packet Length,Packet Length Mean,Packet Length Std,Packet Length Variance,FIN Flag Count,SYN Flag Count,RST Flag Count,PSH Flag Count,ACK Flag Count,URG Flag Count,CWE Flag Count,ECE Flag Count,Down/Up Ratio,Average Packet Size,Avg Fwd Segment Size,Avg Bwd Segment Size,Fwd Avg Bytes/Bulk,Fwd Avg Packets/Bulk,Fwd Avg Bulk Rate,Bwd Avg Bytes/Bulk,Bwd Avg Packets/Bulk,Bwd Avg Bulk Rate,Subflow Fwd Packets,Subflow Fwd Bytes,Subflow Bwd Packets,Subflow Bwd Bytes,Init_Win_bytes_forward,Init_Win_bytes_backward,act_data_pkt_fwd,min_seg_size_forward,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Label
115472688.0,50.0,57.0,2331.0,82115.0,352.0,0.0,46.62,112.25551940000001,4380.0,0.0,1440.614035,1063.788475,731.3071295,0.926626043,1089364.981,3085777.7060000002,10000000.0,13.0,115000000.0,2356585.469,4227409.302,10000000.0,26.0,110000000.0,1971332.625,4015695.932,10000000.0,86.0,0.0,0.0,0.0,0.0,1036.0,1284.0,0.433002824,0.493623219,0.0,4380.0,781.9074074,1042.845564,1087526.87,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,789.2149532999999,46.62,1440.614035,0.0,0.0,0.0,0.0,0.0,0.0,50.0,2331.0,57.0,82115.0,8192.0,1114.0,47.0,20.0,35816.636360000004,50489.63216,187932.0,19786.0,10000000.0,387.2486164,10000000.0,9999657.0,0
14369259.0,2.0,2.0,105.0,270.0,58.0,47.0,52.5,7.778174592999999,139.0,131.0,135.0,5.656854248999999,26.09737913,0.278372044,4789753.0,8234532.089,14300000.0,23825.0,14300000.0,14300000.0,0.0,14300000.0,14300000.0,14300000.0,14300000.0,0.0,14300000.0,14300000.0,0.0,0.0,0.0,0.0,52.0,40.0,0.139186022,0.139186022,47.0,139.0,84.4,46.49516104,2161.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,105.5,52.5,135.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,105.0,2.0,270.0,-1.0,-1.0,1.0,20.0,23825.0,0.0,23825.0,23825.0,14300000.0,0.0,14300000.0,14300000.0,0
47656.0,1.0,1.0,52.0,113.0,52.0,52.0,52.0,0.0,113.0,113.0,113.0,0.0,3462.3132450000003,41.96743327,47656.0,0.0,47656.0,47656.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,20.0,20.98371664,20.98371664,52.0,113.0,72.33333333,35.21836642,1240.333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,108.5,52.0,113.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,52.0,1.0,113.0,-1.0,-1.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
23983.0,2.0,2.0,68.0,196.0,34.0,34.0,34.0,0.0,98.0,98.0,98.0,0.0,11007.797190000001,166.7848059,7994.333333,13803.30777,23933.0,3.0,3.0,3.0,0.0,3.0,3.0,47.0,47.0,0.0,47.0,47.0,0.0,0.0,0.0,0.0,40.0,40.0,83.39240295,83.39240295,34.0,98.0,59.6,35.05424368,1228.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,74.5,34.0,98.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,68.0,2.0,196.0,-1.0,-1.0,1.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
5117991.0,5.0,1.0,135.0,46.0,46.0,6.0,27.0,20.1246118,46.0,46.0,46.0,0.0,35.36543929,1.172335004,1023598.2,2161408.475,4887427.0,4.0,5117991.0,1279497.75,2407719.154,4887427.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,100.0,20.0,0.976945837,0.195389167,6.0,46.0,32.42857143,18.86670032,355.952381,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,37.83333333,27.0,46.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,135.0,1.0,46.0,258.0,388.0,4.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
47716.0,1.0,1.0,72.0,154.0,72.0,72.0,72.0,0.0,154.0,154.0,154.0,0.0,4736.356778,41.91466175,47716.0,0.0,47716.0,47716.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,20.0,20.95733087,20.95733087,72.0,154.0,99.33333333,47.34272207,2241.333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,149.0,72.0,154.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,72.0,1.0,154.0,-1.0,-1.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
6032047.0,3.0,1.0,12.0,0.0,6.0,0.0,4.0,3.464101615,0.0,0.0,0.0,0.0,1.98937442,0.663124807,2010682.333,3450517.05,5994940.0,222.0,6032047.0,3016023.5,4212824.115,5994940.0,37107.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.0,32.0,0.497343605,0.165781202,0.0,6.0,2.4,3.286335345,10.8,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,12.0,1.0,0.0,8192.0,29200.0,2.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
66172.0,1.0,1.0,42.0,122.0,42.0,42.0,42.0,0.0,122.0,122.0,122.0,0.0,2478.389651,30.22426404,66172.0,0.0,66172.0,66172.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,32.0,15.11213202,15.11213202,42.0,122.0,68.66666667,46.18802154,2133.333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,103.0,42.0,122.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,42.0,1.0,122.0,-1.0,-1.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
101110.0,4.0,2.0,140.0,152.0,35.0,35.0,35.0,0.0,76.0,76.0,76.0,0.0,2887.943824,59.34131144,20222.0,31191.10613,70868.0,3.0,30238.0,10079.33333,17451.85527,30231.0,3.0,4.0,4.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,80.0,40.0,39.560874299999995,19.78043715,35.0,76.0,46.71428571,20.005951500000002,400.23809520000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.5,35.0,76.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,140.0,2.0,152.0,-1.0,-1.0,3.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
76607.0,2.0,2.0,92.0,216.0,46.0,46.0,46.0,0.0,108.0,108.0,108.0,0.0,4020.520318,52.21454958,25535.66667,44224.741969999995,76602.0,1.0,1.0,1.0,0.0,1.0,1.0,4.0,4.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,64.0,40.0,26.10727479,26.10727479,46.0,108.0,70.8,33.95879857,1153.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,88.5,46.0,108.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,92.0,2.0,216.0,-1.0,-1.0,1.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
49624.0,2.0,2.0,60.0,92.0,30.0,30.0,30.0,0.0,46.0,46.0,46.0,0.0,3063.034016,80.60615831,16541.33333,28566.4253,49527.0,48.0,49.0,49.0,0.0,49.0,49.0,48.0,48.0,0.0,48.0,48.0,0.0,0.0,0.0,0.0,64.0,64.0,40.30307916,40.30307916,30.0,46.0,36.4,8.76356092,76.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,45.5,30.0,46.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,60.0,2.0,92.0,-1.0,-1.0,1.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
48230.0,2.0,2.0,60.0,136.0,30.0,30.0,30.0,0.0,68.0,68.0,68.0,0.0,4063.860668,82.93593199,16076.666669999999,27841.273360000003,48225.0,2.0,3.0,3.0,0.0,3.0,3.0,2.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,40.0,40.0,41.467966,41.467966,30.0,68.0,45.2,20.81345719,433.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,56.5,30.0,68.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,60.0,2.0,136.0,-1.0,-1.0,1.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
218.0,2.0,2.0,66.0,316.0,33.0,33.0,33.0,0.0,158.0,158.0,158.0,0.0,1752293.5780000002,18348.62385,72.66666667,83.06824504,165.0,4.0,4.0,4.0,0.0,4.0,4.0,49.0,49.0,0.0,49.0,49.0,0.0,0.0,0.0,0.0,40.0,40.0,9174.311926999999,9174.311926999999,33.0,158.0,83.0,68.46531969,4687.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,103.75,33.0,158.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,66.0,2.0,316.0,-1.0,-1.0,1.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
716355.0,12.0,9.0,553.0,3922.0,190.0,0.0,46.08333333,66.80427087,2920.0,0.0,435.77777779999997,948.3534122000001,6246.902722999999,29.31507423,35817.75,133783.6146,602950.0,3.0,716355.0,65123.181820000005,178932.2008,602950.0,4.0,697052.0,87131.5,215040.7482,618338.0,3.0,0.0,0.0,0.0,0.0,272.0,192.0,16.75147099,12.56360324,0.0,2920.0,203.4090909,619.8476509999999,384211.1104,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,213.09523810000002,46.08333333,435.77777779999997,0.0,0.0,0.0,0.0,0.0,0.0,12.0,553.0,9.0,3922.0,29200.0,31.0,10.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
23786.0,1.0,1.0,56.0,84.0,56.0,56.0,56.0,0.0,84.0,84.0,84.0,0.0,5885.815185,84.08307408,23786.0,0.0,23786.0,23786.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,32.0,42.04153704,42.04153704,56.0,84.0,65.33333333,16.16580754,261.3333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,98.0,56.0,84.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,56.0,1.0,84.0,-1.0,-1.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
3222.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,620.7324643,3222.0,0.0,3222.0,3222.0,3222.0,3222.0,0.0,3222.0,3222.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,0.0,620.7324643,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,122.0,-1.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,500000.0,4.0,0.0,4.0,4.0,4.0,4.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,0.0,500000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,235.0,-1.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
60686184.0,14.0,14.0,2504.0,7505.0,1909.0,0.0,178.8571429,507.70946519999995,2697.0,0.0,536.0714286,904.4731117999999,164.930456,0.461390026,2247636.444,4205420.581,10000000.0,3.0,50800000.0,3907839.231,5069630.469,10100000.0,3.0,60600000.0,4661677.846,5181508.787,10100000.0,192.0,0.0,0.0,0.0,0.0,292.0,292.0,0.230695013,0.230695013,0.0,2697.0,345.137931,731.9864227999999,535804.1232,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,357.4642857,178.8571429,536.0714286,0.0,0.0,0.0,0.0,0.0,0.0,14.0,2504.0,14.0,7505.0,8192.0,12.0,13.0,20.0,146741.5,152755.3461,458552.0,84286.0,9967622.5,82140.32297000001,10000000.0,9799979.0,0
1748576.0,16.0,24.0,1380.0,4574.0,362.0,0.0,86.25,86.45576904,1430.0,0.0,190.58333330000002,409.20622169999996,3405.056457,22.87575719,44835.28205,126817.9198,791320.0,4.0,1698001.0,113200.0667,208141.7242,842728.0,900.0,1696281.0,73751.34783,160008.1613,791320.0,4.0,0.0,0.0,0.0,0.0,332.0,492.0,9.150302875,13.72545431,0.0,1430.0,145.2195122,319.74908230000005,102239.4756,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,148.85,86.25,190.58333330000002,0.0,0.0,0.0,0.0,0.0,0.0,16.0,1380.0,24.0,4574.0,8192.0,176.0,15.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2832386.0,1.0,1.0,53.0,69.0,53.0,53.0,53.0,0.0,69.0,69.0,69.0,0.0,43.07322519,0.706118446,2832386.0,0.0,2832386.0,2832386.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,20.0,0.353059223,0.353059223,53.0,69.0,58.33333333,9.237604307,85.33333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,87.5,53.0,69.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,53.0,1.0,69.0,-1.0,-1.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
48421.0,4.0,2.0,136.0,138.0,34.0,34.0,34.0,0.0,69.0,69.0,69.0,0.0,5658.701803,123.91317820000002,9684.2,13960.585830000002,30460.0,1.0,30464.0,10154.66667,17584.934530000002,30460.0,1.0,49.0,49.0,0.0,49.0,49.0,0.0,0.0,0.0,0.0,80.0,40.0,82.60878544,41.30439272,34.0,69.0,44.0,17.07825128,291.6666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.33333333,34.0,69.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,136.0,2.0,138.0,-1.0,-1.0,3.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
202.0,2.0,2.0,46.0,46.0,23.0,23.0,23.0,0.0,23.0,23.0,23.0,0.0,455445.5446,19801.9802,67.33333333,31.75426481,104.0,49.0,49.0,49.0,0.0,49.0,49.0,49.0,49.0,0.0,49.0,49.0,0.0,0.0,0.0,0.0,64.0,64.0,9900.990098999999,9900.990098999999,23.0,23.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,28.75,23.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,46.0,2.0,46.0,-1.0,-1.0,1.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
64099941.0,2.0,0.0,6.0,0.0,6.0,0.0,3.0,4.242640687,0.0,0.0,0.0,0.0,0.09360383,0.031201277000000003,64100000.0,0.0,64100000.0,64100000.0,64100000.0,64100000.0,0.0,64100000.0,64100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.0,0.0,0.031201277000000003,0.0,0.0,6.0,2.0,3.464101615,12.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0,0.0,0.0,65535.0,-1.0,1.0,20.0,0.0,0.0,0.0,0.0,64100000.0,0.0,64100000.0,64100000.0,0
24051.0,2.0,2.0,60.0,184.0,30.0,30.0,30.0,0.0,92.0,92.0,92.0,0.0,10145.10831,166.313251,8017.0,13839.970269999998,23998.0,4.0,49.0,49.0,0.0,49.0,49.0,4.0,4.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,64.0,40.0,83.1566255,83.1566255,30.0,92.0,54.8,33.95879857,1153.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,68.5,30.0,92.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,60.0,2.0,184.0,-1.0,-1.0,1.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
3.0,2.0,0.0,12.0,0.0,6.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,4000000.0,666666.6667,3.0,0.0,3.0,3.0,3.0,3.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,666666.6667,0.0,6.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,9.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,12.0,0.0,0.0,360.0,-1.0,1.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
210.0,2.0,2.0,60.0,266.0,30.0,30.0,30.0,0.0,133.0,133.0,133.0,0.0,1552380.9519999998,19047.61905,70.0,79.32212806,158.0,4.0,4.0,4.0,0.0,4.0,4.0,48.0,48.0,0.0,48.0,48.0,0.0,0.0,0.0,0.0,64.0,64.0,9523.809524,9523.809524,30.0,133.0,71.2,56.41542342,3182.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,89.0,30.0,133.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,60.0,2.0,266.0,-1.0,-1.0,1.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
